Identifier:,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,IHS7044-20214I01,,,,,,
 612,    2032,    0.0124,    3980,    0.0486,   -1948,   -0.0238,  -12136,   -0.0741,   -6926,   -0.0845,   -5210,   -0.0636,   -9720,   -0.0297,   -4516,   -0.0276,   -5204,   -0.0318,    9924,    0.0303,    8932,    0.0545,     992,    0.0061,  -13939,   -0.0425,   -6223,   -0.0380,   -7716,   -0.0471,   -8620,   -0.0132,   -4410,   -0.0135,   -4210,   -0.0128,  -14728,   -0.0225,   -9157,   -0.0279,   -5571,   -0.0170,  -16096,   -0.0246,  -11954,   -0.0365,   -4142,   -0.0126,   12289,    0.0750,    2599,    0.0317,    9690,    0.1183,
 613,    1106,    0.0068,    3890,    0.0475,   -2784,   -0.0340,  -13770,   -0.0840,   -7077,   -0.0864,   -6693,   -0.0817,  -11150,   -0.0340,   -5520,   -0.0337,   -5630,   -0.0344,    7685,    0.0235,    8667,    0.0529,    -982,   -0.0060,  -15427,   -0.0471,   -7218,   -0.0441,   -8209,   -0.0501,  -11499,   -0.0175,   -5251,   -0.0160,   -6248,   -0.0191,  -17793,   -0.0272,   -9753,   -0.0298,   -8040,   -0.0245,  -16502,   -0.0252,  -11425,   -0.0349,   -5077,   -0.0155,   12294,    0.0750,    3061,    0.0374,    9233,    0.1127,
 614,     180,    0.0011,    3913,    0.0478,   -3733,   -0.0456,  -14972,   -0.0914,   -7079,   -0.0864,   -7893,   -0.0964,  -12488,   -0.0381,   -6498,   -0.0397,   -5990,   -0.0366,    5247,    0.0160,    8402,    0.0513,   -3155,   -0.0193,  -16415,   -0.0501,   -7896,   -0.0482,   -8519,   -0.0520,  -14837,   -0.0226,   -6103,   -0.0186,   -8734,   -0.0267,  -21361,   -0.0326,  -10720,   -0.0327,  -10641,   -0.0325,  -16855,   -0.0257,  -11085,   -0.0338,   -5770,   -0.0176,   11593,    0.0708,    3300,    0.0403,    8293,    0.1012,
 615,    -663,   -0.0040,    4045,    0.0494,   -4708,   -0.0575,  -15674,   -0.0957,   -6929,   -0.0846,   -8745,   -0.1068,  -13749,   -0.0420,   -7390,   -0.0451,   -6359,   -0.0388,    2738,    0.0084,    8071,    0.0493,   -5333,   -0.0326,  -16862,   -0.0515,   -8306,   -0.0507,   -8556,   -0.0522,  -18231,   -0.0278,   -6889,   -0.0210,  -11342,   -0.0346,  -25162,   -0.0384,  -11997,   -0.0366,  -13165,   -0.0402,  -17158,   -0.0262,  -11028,   -0.0337,   -6130,   -0.0187,   10288,    0.0628,    3358,    0.0410,    6930,    0.0846,
 616,   -1363,   -0.0083,    4258,    0.0520,   -5621,   -0.0686,  -15858,   -0.0968,   -6643,   -0.0811,   -9215,   -0.1125,  -14938,   -0.0456,   -8132,   -0.0496,   -6806,   -0.0415,     277,    0.0008,    7597,    0.0464,   -7320,   -0.0447,  -16799,   -0.0513,   -8523,   -0.0520,   -8276,   -0.0505,  -21253,   -0.0324,   -7542,   -0.0230,  -13711,   -0.0418,  -28853,   -0.0440,  -13466,   -0.0411,  -15387,   -0.0470,  -17418,   -0.0266,  -11290,   -0.0345,   -6128,   -0.0187,    8568,    0.0523,    3305,    0.0403,    5263,    0.0642,
 617,   -1878,   -0.0115,    4518,    0.0552,   -6396,   -0.0781,  -15561,   -0.0950,   -6255,   -0.0764,   -9306,   -0.1136,  -16038,   -0.0489,   -8668,   -0.0529,   -7370,   -0.0450,   -2035,   -0.0062,    6908,    0.0422,   -8943,   -0.0546,  -16329,   -0.0498,   -8637,   -0.0527,   -7692,   -0.0469,  -23520,   -0.0359,   -8012,   -0.0245,  -15508,   -0.0473,  -32077,   -0.0489,  -14972,   -0.0457,  -17105,   -0.0522,  -17629,   -0.0269,  -11836,   -0.0361,   -5793,   -0.0177,    6687,    0.0408,    3226,    0.0394,    3461,    0.0422,
 618,   -2194,   -0.0134,    4781,    0.0584,   -6975,   -0.0851,  -14870,   -0.0908,   -5812,   -0.0709,   -9058,   -0.1106,  -17011,   -0.0519,   -8957,   -0.0547,   -8054,   -0.0492,   -4117,   -0.0126,    5954,    0.0363,  -10071,   -0.0615,  -15616,   -0.0477,   -8744,   -0.0534,   -6872,   -0.0419,  -24755,   -0.0378,   -8268,   -0.0252,  -16487,   -0.0503,  -34524,   -0.0527,  -16345,   -0.0499,  -18179,   -0.0555,  -17787,   -0.0271,  -12577,   -0.0384,   -5210,   -0.0159,    4918,    0.0300,    3204,    0.0391,    1714,    0.0209,
 619,   -2313,   -0.0141,    5013,    0.0612,   -7326,   -0.0894,  -13907,   -0.0849,   -5367,   -0.0655,   -8540,   -0.1043,  -17796,   -0.0543,   -8976,   -0.0548,   -8820,   -0.0538,   -5907,   -0.0180,    4728,    0.0289,  -10635,   -0.0649,  -14858,   -0.0453,   -8931,   -0.0545,   -5927,   -0.0362,  -24828,   -0.0379,   -8298,   -0.0253,  -16530,   -0.0504,  -35986,   -0.0549,  -17430,   -0.0532,  -18556,   -0.0566,  -17875,   -0.0273,  -13380,   -0.0408,   -4495,   -0.0137,    3503,    0.0214,    3301,    0.0403,     202,    0.0025,
 620,   -2256,   -0.0138,    5191,    0.0634,   -7447,   -0.0909,  -12818,   -0.0782,   -4977,   -0.0608,   -7841,   -0.0957,  -18319,   -0.0559,   -8726,   -0.0533,   -9593,   -0.0586,   -7361,   -0.0225,    3269,    0.0200,  -10630,   -0.0649,  -14251,   -0.0435,   -9265,   -0.0566,   -4986,   -0.0304,  -23783,   -0.0363,   -8113,   -0.0248,  -15670,   -0.0478,  -36395,   -0.0555,  -18111,   -0.0553,  -18284,   -0.0558,  -17870,   -0.0273,  -14097,   -0.0430,   -3773,   -0.0115,    2619,    0.0160,    3547,    0.0433,    -928,   -0.0113,
 621,   -2049,   -0.0125,    5309,    0.0648,   -7358,   -0.0898,  -11746,   -0.0717,   -4689,   -0.0572,   -7057,   -0.0861,  -18507,   -0.0565,   -8232,   -0.0502,  -10275,   -0.0627,   -8449,   -0.0258,    1662,    0.0101,  -10111,   -0.0617,  -13954,   -0.0426,   -9779,   -0.0597,   -4175,   -0.0255,  -21818,   -0.0333,   -7733,   -0.0236,  -14085,   -0.0430,  -35831,   -0.0547,  -18327,   -0.0559,  -17504,   -0.0534,  -17744,   -0.0271,  -14594,   -0.0445,   -3150,   -0.0096,    2346,    0.0143,    3936,    0.0480,   -1590,   -0.0194,
 622,   -1723,   -0.0105,    5379,    0.0657,   -7102,   -0.0867,  -10823,   -0.0661,   -4541,   -0.0554,   -6282,   -0.0767,  -18297,   -0.0558,   -7538,   -0.0460,  -10759,   -0.0657,   -9151,   -0.0279,      36,    0.0002,   -9187,   -0.0561,  -14059,   -0.0429,  -10468,   -0.0639,   -3591,   -0.0219,  -19249,   -0.0294,   -7190,   -0.0219,  -12059,   -0.0368,  -34497,   -0.0526,  -18076,   -0.0552,  -16421,   -0.0501,  -17461,   -0.0266,  -14769,   -0.0451,   -2692,   -0.0082,    2654,    0.0162,    4425,    0.0540,   -1771,   -0.0216,
 623,   -1306,   -0.0080,    5423,    0.0662,   -6729,   -0.0821,  -10141,   -0.0619,   -4549,   -0.0555,   -5592,   -0.0683,  -17656,   -0.0539,   -6705,   -0.0409,  -10951,   -0.0668,   -9458,   -0.0289,   -1460,   -0.0089,   -7998,   -0.0488,  -14562,   -0.0444,  -11283,   -0.0689,   -3279,   -0.0200,  -16450,   -0.0251,   -6514,   -0.0199,   -9936,   -0.0303,  -32676,   -0.0499,  -17414,   -0.0531,  -15262,   -0.0466,  -16980,   -0.0259,  -14571,   -0.0445,   -2409,   -0.0074,    3410,    0.0208,    4942,    0.0603,   -1532,   -0.0187,
 624,    -816,   -0.0050,    5475,    0.0668,   -6291,   -0.0768,   -9746,   -0.0595,   -4711,   -0.0575,   -5035,   -0.0615,  -16578,   -0.0506,   -5798,   -0.0354,  -10780,   -0.0658,   -9370,   -0.0286,   -2669,   -0.0163,   -6701,   -0.0409,  -15366,   -0.0469,  -12137,   -0.0741,   -3229,   -0.0197,  -13774,   -0.0210,   -5726,   -0.0175,   -8048,   -0.0246,  -30660,   -0.0468,  -16434,   -0.0502,  -14226,   -0.0434,  -16255,   -0.0248,  -14002,   -0.0427,   -2253,   -0.0069,    4403,    0.0269,    5398,    0.0659,    -995,   -0.0121,
 625,    -265,   -0.0016,    5565,    0.0679,   -5830,   -0.0712,   -9634,   -0.0588,   -5003,   -0.0611,   -4631,   -0.0565,  -15096,   -0.0461,   -4882,   -0.0298,  -10214,   -0.0623,   -8900,   -0.0272,   -3456,   -0.0211,   -5444,   -0.0332,  -16286,   -0.0497,  -12911,   -0.0788,   -3375,   -0.0206,  -11491,   -0.0175,   -4832,   -0.0147,   -6659,   -0.0203,  -28683,   -0.0438,  -15244,   -0.0465,  -13439,   -0.0410,  -15232,   -0.0232,  -13111,   -0.0400,   -2121,   -0.0065,    5385,    0.0329,    5707,    0.0697,    -322,   -0.0039,
 626,     345,    0.0021,    5716,    0.0698,   -5371,   -0.0656,   -9745,   -0.0595,   -5379,   -0.0657,   -4366,   -0.0533,  -13269,   -0.0405,   -4006,   -0.0245,   -9263,   -0.0565,   -8073,   -0.0246,   -3721,   -0.0227,   -4352,   -0.0266,  -17071,   -0.0521,  -13468,   -0.0822,   -3603,   -0.0220,   -9726,   -0.0148,   -3820,   -0.0117,   -5906,   -0.0180,  -26855,   -0.0410,  -13936,   -0.0425,  -12919,   -0.0394,  -13854,   -0.0211,  -11978,   -0.0366,   -1876,   -0.0057,    6112,    0.0373,    5799,    0.0708,     313,    0.0038,
 627,    1018,    0.0062,    5938,    0.0725,   -4920,   -0.0601,   -9977,   -0.0609,   -5779,   -0.0705,   -4198,   -0.0512,  -11171,   -0.0341,   -3200,   -0.0195,   -7971,   -0.0487,   -6926,   -0.0211,   -3415,   -0.0208,   -3511,   -0.0214,  -17448,   -0.0532,  -13671,   -0.0834,   -3777,   -0.0231,   -8436,   -0.0129,   -2658,   -0.0081,   -5778,   -0.0176,  -25133,   -0.0384,  -12566,   -0.0383,  -12567,   -0.0384,  -12053,   -0.0184,  -10686,   -0.0326,   -1367,   -0.0042,    6397,    0.0390,    5634,    0.0688,     763,    0.0093,
 628,    1761,    0.0107,    6223,    0.0760,   -4462,   -0.0545,  -10196,   -0.0622,   -6130,   -0.0748,   -4066,   -0.0496,   -8878,   -0.0271,   -2466,   -0.0151,   -6412,   -0.0391,   -5506,   -0.0168,   -2547,   -0.0155,   -2959,   -0.0181,  -17159,   -0.0524,  -13402,   -0.0818,   -3757,   -0.0229,   -7410,   -0.0113,   -1301,   -0.0040,   -6109,   -0.0186,  -23309,   -0.0356,  -11136,   -0.0340,  -12173,   -0.0372,   -9761,   -0.0149,   -9304,   -0.0284,    -457,   -0.0014,    6136,    0.0375,    5212,    0.0636,     924,    0.0113,
 629,    2586,    0.0158,    6548,    0.0799,   -3962,   -0.0484,  -10257,   -0.0626,   -6359,   -0.0776,   -3898,   -0.0476,   -6448,   -0.0197,   -1777,   -0.0108,   -4671,   -0.0285,   -3862,   -0.0118,   -1178,   -0.0072,   -2684,   -0.0164,  -16005,   -0.0488,  -12576,   -0.0768,   -3429,   -0.0209,   -6305,   -0.0096,     305,    0.0009,   -6610,   -0.0202,  -21047,   -0.0321,   -9590,   -0.0293,  -11457,   -0.0350,   -6912,   -0.0105,   -7863,   -0.0240,     951,    0.0029,    5335,    0.0326,    4575,    0.0558,     760,    0.0093,
 630,    3502,    0.0214,    6879,    0.0840,   -3377,   -0.0412,  -10023,   -0.0612,   -6396,   -0.0781,   -3627,   -0.0443,   -3910,   -0.0119,   -1080,   -0.0066,   -2830,   -0.0173,   -2045,   -0.0062,     585,    0.0036,   -2630,   -0.0161,  -13880,   -0.0424,  -11159,   -0.0681,   -2721,   -0.0166,   -4706,   -0.0072,    2208,    0.0067,   -6914,   -0.0211,  -17949,   -0.0274,   -7826,   -0.0239,  -10123,   -0.0309,   -3445,   -0.0053,   -6349,   -0.0194,    2904,    0.0089,    4104,    0.0250,    3798,    0.0464,     306,    0.0037,
 631,    4516,    0.0276,    7176,    0.0876,   -2660,   -0.0325,   -9381,   -0.0573,   -6185,   -0.0755,   -3196,   -0.0390,   -1256,   -0.0038,    -300,   -0.0018,    -956,   -0.0058,    -103,   -0.0003,    2602,    0.0159,   -2705,   -0.0165,  -10791,   -0.0329,   -9175,   -0.0560,   -1616,   -0.0099,   -2203,   -0.0034,    4442,    0.0136,   -6645,   -0.0203,  -13631,   -0.0208,   -5714,   -0.0174,   -7917,   -0.0242,     685,    0.0010,   -4699,   -0.0143,    5384,    0.0164,    2643,    0.0161,    2983,    0.0364,    -340,   -0.0042,
 632,    5629,    0.0344,    7402,    0.0904,   -1773,   -0.0216,   -8263,   -0.0504,   -5689,   -0.0694,   -2574,   -0.0314,    1556,    0.0047,     648,    0.0040,     908,    0.0055,    1933,    0.0059,    4725,    0.0288,   -2792,   -0.0170,   -6850,   -0.0209,   -6702,   -0.0409,    -148,   -0.0009,    1533,    0.0023,    7016,    0.0214,   -5483,   -0.0167,   -7819,   -0.0119,   -3131,   -0.0096,   -4688,   -0.0143,    5493,    0.0084,   -2821,   -0.0086,    8314,    0.0254,    1205,    0.0074,    2243,    0.0274,   -1038,   -0.0127,
 633,    6838,    0.0417,    7529,    0.0919,    -691,   -0.0084,   -6650,   -0.0406,   -4894,   -0.0597,   -1756,   -0.0214,    4593,    0.0140,    1844,    0.0113,    2749,    0.0168,    4039,    0.0123,    6809,    0.0416,   -2770,   -0.0169,   -2275,   -0.0069,   -3873,   -0.0236,    1598,    0.0098,    6681,    0.0102,    9904,    0.0302,   -3223,   -0.0098,    -418,   -0.0006,      12,    0.0000,    -430,   -0.0013,   10958,    0.0167,    -610,   -0.0019,   11568,    0.0353,      49,    0.0003,    1680,    0.0205,   -1631,   -0.0199,
 634,    8135,    0.0497,    7545,    0.0921,     590,    0.0072,   -4575,   -0.0279,   -3807,   -0.0465,    -768,   -0.0094,    7926,    0.0242,    3351,    0.0205,    4575,    0.0279,    6204,    0.0189,    8728,    0.0533,   -2524,   -0.0154,    2652,    0.0081,    -856,   -0.0052,    3508,    0.0214,   13230,    0.0202,   13042,    0.0398,     188,    0.0006,    8433,    0.0129,    3735,    0.0114,    4698,    0.0143,   17018,    0.0260,    2026,    0.0062,   14992,    0.0458,    -597,   -0.0036,    1379,    0.0168,   -1976,   -0.0241,
 635,    9501,    0.0580,    7454,    0.0910,    2047,    0.0250,   -2124,   -0.0130,   -2462,   -0.0301,     338,    0.0041,   11608,    0.0354,    5201,    0.0317,    6407,    0.0391,    8420,    0.0257,   10386,    0.0634,   -1966,   -0.0120,    7621,    0.0233,    2161,    0.0132,    5460,    0.0333,   20969,    0.0320,   16334,    0.0498,    4635,    0.0141,   18357,    0.0280,    7972,    0.0243,   10385,    0.0317,   23554,    0.0359,    5134,    0.0157,   18420,    0.0562,    -587,   -0.0036,    1385,    0.0169,   -1972,   -0.0241,
 636,   10911,    0.0666,    7273,    0.0888,    3638,    0.0444,     579,    0.0035,    -909,   -0.0111,    1488,    0.0182,   15650,    0.0478,    7383,    0.0451,    8267,    0.0505,   10677,    0.0326,   11721,    0.0715,   -1044,   -0.0064,   12330,    0.0376,    4992,    0.0305,    7338,    0.0448,   29501,    0.0450,   19650,    0.0600,    9851,    0.0301,   28773,    0.0439,   12568,    0.0384,   16205,    0.0495,   30399,    0.0464,    8699,    0.0265,   21700,    0.0662,     125,    0.0008,    1705,    0.0208,   -1580,   -0.0193,
 637,   12328,    0.0752,    7033,    0.0859,    5295,    0.0646,    3385,    0.0207,     788,    0.0096,    2597,    0.0317,   20007,    0.0611,    9841,    0.0601,   10166,    0.0621,   12953,    0.0395,   12703,    0.0775,     250,    0.0015,   16530,    0.0504,    7474,    0.0456,    9056,    0.0553,   38299,    0.0584,   22844,    0.0697,   15455,    0.0472,   38961,    0.0595,   17287,    0.0528,   21674,    0.0661,   37337,    0.0570,   12634,    0.0386,   24703,    0.0754,    1478,    0.0090,    2303,    0.0281,    -825,   -0.0101,
 638,   13705,    0.0837,    6765,    0.0826,    6940,    0.0847,    6138,    0.0375,    2559,    0.0312,    3579,    0.0437,   24558,    0.0749,   12468,    0.0761,   12090,    0.0738,   15203,    0.0464,   13328,    0.0814,    1875,    0.0114,   20042,    0.0612,    9481,    0.0579,   10561,    0.0645,   46775,    0.0714,   25764,    0.0786,   21011,    0.0641,   48163,    0.0735,   21836,    0.0666,   26327,    0.0803,   44112,    0.0673,   16777,    0.0512,   27335,    0.0834,    3306,    0.0202,    3104,    0.0379,     202,    0.0025,
 639,   14986,    0.0915,    6497,    0.0793,    8489,    0.1036,    8695,    0.0531,    4339,    0.0530,    4356,    0.0532,   29113,    0.0888,   15119,    0.0923,   13994,    0.0854,   17357,    0.0530,   13614,    0.0831,    3743,    0.0228,   22776,    0.0695,   10941,    0.0668,   11835,    0.0722,   54349,    0.0829,   28266,    0.0863,   26083,    0.0796,   55692,    0.0850,   25907,    0.0791,   29785,    0.0909,   50446,    0.0770,   20908,    0.0638,   29538,    0.0901,    5377,    0.0328,    4009,    0.0489,    1368,    0.0167,
 640,   16101,    0.0983,    6243,    0.0762,    9858,    0.1203,   10934,    0.0667,    6064,    0.0740,    4870,    0.0595,   33425,    0.1020,   17618,    0.1075,   15807,    0.0965,   19316,    0.0589,   13587,    0.0829,    5729,    0.0350,   24722,    0.0754,   11833,    0.0722,   12889,    0.0787,   60530,    0.0924,   30230,    0.0923,   30300,    0.0925,   61020,    0.0931,   29213,    0.0892,   31807,    0.0971,   56051,    0.0855,   24773,    0.0756,   31278,    0.0955,    7424,    0.0453,    4905,    0.0599,    2519,    0.0308,
 641,   16977,    0.1036,    6002,    0.0733,   10975,    0.1340,   12775,    0.0780,    7686,    0.0938,    5089,    0.0621,   37211,    0.1136,   19779,    0.1207,   17432,    0.1064,   20959,    0.0640,   13280,    0.0811,    7679,    0.0469,   25939,    0.0792,   12191,    0.0744,   13748,    0.0839,   64959,    0.0991,   31564,    0.0963,   33395,    0.1019,   63858,    0.0974,   31530,    0.0962,   32328,    0.0987,   60660,    0.0926,   28117,    0.0858,   32543,    0.0993,    9187,    0.0561,    5680,    0.0693,    3507,    0.0428,
 642,   17541,    0.1071,    5756,    0.0703,   11785,    0.1439,   14177,    0.0865,    9167,    0.1119,    5010,    0.0612,   40190,    0.1227,   21427,    0.1308,   18763,    0.1145,   22156,    0.0676,   12724,    0.0777,    9432,    0.0576,   26529,    0.0810,   12090,    0.0738,   14439,    0.0881,   67445,    0.1029,   32213,    0.0983,   35232,    0.1075,   64180,    0.0979,   32725,    0.0999,   31455,    0.0960,   64036,    0.0977,   30713,    0.0937,   33323,    0.1017,   10454,    0.0638,    6236,    0.0761,    4218,    0.0515,
 643,   17723,    0.1082,    5470,    0.0668,   12253,    0.1496,   15140,    0.0924,   10481,    0.1279,    4659,    0.0569,   42114,    0.1285,   22416,    0.1368,   19698,    0.1202,   22777,    0.0695,   11945,    0.0729,   10832,    0.0661,   26602,    0.0812,   11632,    0.0710,   14970,    0.0914,   67968,    0.1037,   32161,    0.0982,   35807,    0.1093,   62216,    0.0949,   32775,    0.1000,   29441,    0.0898,   65997,    0.1007,   32395,    0.0989,   33602,    0.1025,   11090,    0.0677,    6502,    0.0794,    4588,    0.0560,
 644,   17470,    0.1066,    5103,    0.0623,   12367,    0.1510,   15703,    0.0958,   11612,    0.1418,    4091,    0.0499,   42802,    0.1306,   22650,    0.1382,   20152,    0.1230,   22713,    0.0693,   10967,    0.0669,   11746,    0.0717,   26258,    0.0801,   10929,    0.0667,   15329,    0.0936,   66650,    0.1017,   31424,    0.0959,   35226,    0.1075,   58402,    0.0891,   31766,    0.0969,   26636,    0.0813,   66433,    0.1014,   33075,    0.1009,   33358,    0.1018,   11049,    0.0674,    6437,    0.0786,    4612,    0.0563,
 645,   16751,    0.1022,    4612,    0.0563,   12139,    0.1482,   15927,    0.0972,   12548,    0.1532,    3379,    0.0412,   42169,    0.1287,   22093,    0.1348,   20076,    0.1225,   21895,    0.0668,    9813,    0.0599,   12082,    0.0737,   25565,    0.0780,   10089,    0.0616,   15476,    0.0945,   63726,    0.0972,   30049,    0.0917,   33677,    0.1028,   53291,    0.0813,   29875,    0.0912,   23416,    0.0715,   65306,    0.0997,   32751,    0.1000,   32555,    0.0994,   10375,    0.0633,    6034,    0.0737,    4341,    0.0530,
 646,   15568,    0.0950,    3968,    0.0484,   11600,    0.1416,   15893,    0.0970,   13281,    0.1621,    2612,    0.0319,   40236,    0.1228,   20776,    0.1268,   19460,    0.1188,   20305,    0.0620,    8506,    0.0519,   11799,    0.0720,   24553,    0.0749,    9202,    0.0562,   15351,    0.0937,   59483,    0.0908,   28101,    0.0858,   31382,    0.0958,   47469,    0.0724,   27343,    0.0834,   20126,    0.0614,   62668,    0.0956,   31505,    0.0961,   31163,    0.0951,    9182,    0.0560,    5318,    0.0649,    3864,    0.0472,
 647,   13961,    0.0852,    3161,    0.0386,   10800,    0.1318,   15682,    0.0957,   13802,    0.1685,    1880,    0.0229,   37135,    0.1133,   18796,    0.1147,   18339,    0.1119,   17989,    0.0549,    7076,    0.0432,   10913,    0.0666,   23220,    0.0709,    8328,    0.0508,   14892,    0.0909,   54228,    0.0827,   25664,    0.0783,   28564,    0.0872,   41454,    0.0633,   24433,    0.0746,   17021,    0.0519,   58647,    0.0895,   29485,    0.0900,   29162,    0.0890,    7630,    0.0466,    4340,    0.0530,    3290,    0.0402,
 648,   12008,    0.0733,    2208,    0.0270,    9800,    0.1196,   15370,    0.0938,   14102,    0.1721,    1268,    0.0155,   33093,    0.1010,   16304,    0.0995,   16789,    0.1025,   15047,    0.0459,    5555,    0.0339,    9492,    0.0579,   21551,    0.0658,    7503,    0.0458,   14048,    0.0857,   48247,    0.0736,   22828,    0.0697,   25419,    0.0776,   35639,    0.0544,   21403,    0.0653,   14236,    0.0434,   53447,    0.0816,   26883,    0.0820,   26564,    0.0811,    5892,    0.0360,    3167,    0.0387,    2725,    0.0333,
 649,    9826,    0.0600,    1154,    0.0141,    8672,    0.1059,   15020,    0.0917,   14174,    0.1730,     846,    0.0103,   28407,    0.0867,   13488,    0.0823,   14919,    0.0911,   11643,    0.0355,    3987,    0.0243,    7656,    0.0467,   19533,    0.0596,    6733,    0.0411,   12800,    0.0781,   41791,    0.0638,   19693,    0.0601,   22098,    0.0674,   30247,    0.0462,   18464,    0.0563,   11783,    0.0360,   47335,    0.0722,   23911,    0.0730,   23424,    0.0715,    4128,    0.0252,    1878,    0.0229,    2250,    0.0275,
 650,    7561,    0.0462,      69,    0.0008,    7492,    0.0915,   14680,    0.0896,   14016,    0.1711,     664,    0.0081,   23412,    0.0714,   10555,    0.0644,   12857,    0.0785,    7979,    0.0244,    2418,    0.0148,    5561,    0.0339,   17187,    0.0525,    6009,    0.0367,   11178,    0.0682,   35074,    0.0535,   16361,    0.0499,   18713,    0.0571,   25341,    0.0387,   15766,    0.0481,    9575,    0.0292,   40625,    0.0620,   20771,    0.0634,   19854,    0.0606,    2458,    0.0150,     553,    0.0068,    1905,    0.0233,
 651,    5378,    0.0328,    -957,   -0.0117,    6335,    0.0773,   14381,    0.0878,   13637,    0.1665,     744,    0.0091,   18437,    0.0563,    7701,    0.0470,   10736,    0.0655,    4287,    0.0131,     904,    0.0055,    3383,    0.0206,   14578,    0.0445,    5313,    0.0324,    9265,    0.0566,   28292,    0.0432,   12944,    0.0395,   15348,    0.0468,   20857,    0.0318,   13391,    0.0409,    7466,    0.0228,   33657,    0.0514,   17638,    0.0538,   16019,    0.0489,     953,    0.0058,    -734,   -0.0090,    1687,    0.0206,
 652,    3443,    0.0210,   -1831,   -0.0224,    5274,    0.0644,   14147,    0.0863,   13064,    0.1595,    1083,    0.0132,   13781,    0.0421,    5096,    0.0311,    8685,    0.0530,     798,    0.0024,    -499,   -0.0030,    1297,    0.0079,   11829,    0.0361,    4629,    0.0283,    7200,    0.0439,   21641,    0.0330,    9558,    0.0292,   12083,    0.0369,   16669,    0.0254,   11360,    0.0347,    5309,    0.0162,   26781,    0.0409,   14650,    0.0447,   12131,    0.0370,    -362,   -0.0022,   -1916,   -0.0234,    1554,    0.0190,
 653,    1911,    0.0117,   -2464,   -0.0301,    4375,    0.0534,   13993,    0.0854,   12341,    0.1507,    1652,    0.0202,    9679,    0.0295,    2865,    0.0175,    6814,    0.0416,   -2267,   -0.0069,   -1732,   -0.0106,    -535,   -0.0033,    9112,    0.0278,    3952,    0.0241,    5160,    0.0315,   15341,    0.0234,    6328,    0.0193,    9013,    0.0275,   12658,    0.0193,    9651,    0.0295,    3007,    0.0092,   20331,    0.0310,   11899,    0.0363,    8432,    0.0257,   -1500,   -0.0092,   -2941,   -0.0359,    1441,    0.0176,
 654,     901,    0.0055,   -2791,   -0.0341,    3692,    0.0451,   13931,    0.0850,   11533,    0.1408,    2398,    0.0293,    6286,    0.0192,    1079,    0.0066,    5207,    0.0318,   -4723,   -0.0144,   -2736,   -0.0167,   -1987,   -0.0121,    6633,    0.0202,    3291,    0.0201,    3342,    0.0204,    9644,    0.0147,    3379,    0.0103,    6265,    0.0191,    8779,    0.0134,    8226,    0.0251,     553,    0.0017,   14610,    0.0223,    9443,    0.0288,    5167,    0.0158,   -2491,   -0.0152,   -3766,   -0.0460,    1275,    0.0156,
 655,     490,    0.0030,   -2778,   -0.0339,    3268,    0.0399,   13978,    0.0853,   10721,    0.1309,    3257,    0.0398,    3673,    0.0112,    -249,   -0.0015,    3922,    0.0239,   -6433,   -0.0196,   -3460,   -0.0211,   -2973,   -0.0181,    4605,    0.0141,    2667,    0.0163,    1938,    0.0118,    4833,    0.0074,     835,    0.0025,    3998,    0.0122,    5098,    0.0078,    7050,    0.0215,   -1952,   -0.0060,    9868,    0.0151,    7311,    0.0223,    2557,    0.0078,   -3362,   -0.0205,   -4363,   -0.0533,    1001,    0.0122,
 656,     695,    0.0042,   -2429,   -0.0297,    3124,    0.0381,   14151,    0.0864,    9994,    0.1220,    4157,    0.0507,    1834,    0.0056,   -1157,   -0.0071,    2991,    0.0183,   -7317,   -0.0223,   -3857,   -0.0235,   -3460,   -0.0211,    3214,    0.0098,    2115,    0.0129,    1099,    0.0067,    1198,    0.0018,   -1193,   -0.0036,    2391,    0.0073,    1809,    0.0028,    6117,    0.0187,   -4308,   -0.0131,    6285,    0.0096,    5519,    0.0168,     766,    0.0023,   -4123,   -0.0252,   -4715,   -0.0576,     592,    0.0072,
 657,    1474,    0.0090,   -1791,   -0.0219,    3265,    0.0399,   14466,    0.0883,    9440,    0.1152,    5026,    0.0614,     707,    0.0022,   -1718,   -0.0105,    2425,    0.0148,   -7351,   -0.0224,   -3891,   -0.0237,   -3460,   -0.0211,    2584,    0.0079,    1666,    0.0102,     918,    0.0056,   -1006,   -0.0015,   -2617,   -0.0080,    1611,    0.0049,    -798,   -0.0012,    5453,    0.0166,   -6251,   -0.0191,    3963,    0.0060,    4080,    0.0125,    -117,   -0.0004,   -4753,   -0.0290,   -4816,   -0.0588,      63,    0.0008,
